작성일,제목,조회수
2024-09-09,[대플] 2024 동문과 함께하는 진로취업박람회 개최 안내,47389
2024-09-09,2024년 하반기 봄내장학생 선발 공고(춘천시민장학재단),4973
2024-09-06,[学术情报馆] 2024 김하나与作家的见面 申请指南,5116
2024-09-06,[대플]하반기 집중 취업지원 기간 운영 안내,117530
2024-09-06,2024학년도 2학기 2차(최종) 폐강 교과목 안내,6901
2024-09-06,[학술정보관] 2024 김하나 작가와의 만남 신청 안내,5637
2024-09-05,제 24회 대학생 프로그래밍 경시대회 개최 안내 및 홍보 협조 요청,5212
2024-09-05,2024-2학기 교통통제 근로장학생(추가 모집) (마감),5528
2024-09-05,외국인 유학생을 위한 생활용품 묶음 렌탈 서비스 안내,5136
2024-09-05,[대플]2024학년도 College Recruting[FNS Inc.] 채용설명회 개최,45830
2024-09-05,여자 5동 생활관 미반출 개인냉장고 폐기 안내,5343
2024-09-05,2024년 아산시 도시재생사업 청년리빙랩해커톤 홍보 안내,5626
2024-09-04,2024학년도 2학기 수강 철회 안내,8627
2024-09-04,2024년 2학기 국가장학금 신청자 가구원 동의 방법 안내,5178
2024-09-03,[학술정보관] 연구지원 프로그램 안내 (대학원생 논문 작성 특강),4882
2024-09-03,[학술정보관] 강의도서 신청 안내,5865
2024-09-03,[대학혁신]2024학년도 2학기  S-Learning Tutoring 모집 공고,5536
2024-09-03,2024학년도 2학기  S-Learning LAB 모집 공고,5442
2024-09-03,성북구립 장위실버복지센터 추석 행사 봉사자 모집,5196
2024-09-03,2024학년도 2학기  S-Learning Club 모집 공고,5580
2024-09-03,2025학년도 졸업대상자 졸업사진 촬영 안내,5520
2024-09-03,성북 탄소다이어트(탄다) 리더 양성 교육 홍보,5104
2024-09-03,2024년도 학군사관65·66기 2차 모집안내,145821
2024-09-03,[学术情报馆] 研究支援计划 (论文写作专题讲座),5006
2024-09-02,(재)포항시장학회 2024년도 대학교 장학생 선발 계획,4879
2024-09-02,2024년 2학기 보훈가족 대학 장학금 신청 안내(6.25전몰군경자녀의 자녀),5497
2024-09-02,2024학년도 2학기 서경CREOS장학금(희망플러스)신청,5079
2024-09-02,2024학년도 2학기 서경CREOS장학금(해피하우스) 신청,5503
2024-09-02,2024학년도 2학기 사회봉사활동 관련 재정지원 프로그램,5637
2024-09-02,"2024학년도 2학기 보훈장학금, 새터민장학금 신청",5069
2024-09-02,[학술정보관] 북큐레이션+ VOID 전시회 「夢 유영(游泳」 개최 안내,4828
2024-09-02,[대학혁신] 2024학년도 S-Learning Clinic 2학기  학습컨설팅 안내,5767
2024-09-02,[대학혁신] 2024학년도 학생상담센터 2학기 집단 프로그램 안내,118479
2024-09-02,2025학년도 1학기 긴키대학교(Kindai Universityi) 교환학생 모집 공고,6432
2024-09-02,2024학년도 2학기 형제장학금 신청,5206
2024-09-02,2024년 학부교육 실태조사(K-NSSE) 실시 안내,122510
2024-09-02,2024년 상반기분 통영시 대학생 학자금 이자 지원 사업 신청,4992
2024-09-02,2024학년도 2학기 서경엘리트(글로벌인재)장학금 신청,5425
2024-08-30,학칙 등 일부개정 공포,5685
2024-08-30,2024학년도 천원의 아침밥 시행(2학기 운영),6235
2024-08-29,2024학년도 2학기 학부 재학생 등록금 추가 납부 안내,70009
2024-08-29,2024학년도 2학기 학부 재학생 분할납부 추가 신청 안내,66802
2024-08-28,2024년 2학기 국고학자금대여 신청안내(사립학교교직원연금공단),4973
2024-08-28,[대학혁신]2024학년도 S-Learning Contest(노트필기 공모전) 수상자 발표,5890
2024-08-28,제22기 후기 삼원 지헌 장학생 선발 안내(지헌장학재단),5042
2024-08-28,2024학년도 인송 장학생 선발,5515
2024-08-27,9월 진로 취업 상담 신청 안내,53674
2024-08-27,[학술정보관] 2024학년도 2학기 교내근로장학생 모집 안내,5998
2024-08-27,동소문행복기숙사 2024학년도 2학기 상시 입주 모집 공고,5439
2024-08-27,[고용센터-서경대학교 협업]뷰티산업 현직자가 알려주는 취업 꿀 Tip! 안내,78505
2024-08-26,2024학년도 2학기 비전임 교원 초빙,35646
2024-08-26,"[한국실내환경학회] 한국실내환경학회 및 LG전자 공기과학연구소 ""공동심포지엄"" 안내 (9/9)",5200
2024-08-26,2024학년도 2학기 1차 폐강 교과목 안내,7140
2024-08-23,[학술정보관] 열람실 무단 방치 물품 정리 안내,5437
2024-08-23,[대학혁신] 2024학년도 5차 S-Teaching Academy 안내,6248
2024-08-22,서경대학교 직원 채용공고,48383
2024-08-22,2024학년도 2학기 재학생 생활관 선발 모집 공고(최종 추가모집),6770
2024-08-21,2024-2학기 교통통제 근로장학생 선발 안내(마감),5216
2024-08-21,2024년 2학기 통영시 대학생 등록금 전액 지원사업 홍보,5587
2024-08-21,2024학년도 2학기 (추가)국가근로장학생 선발 및 교내신청서 제출 안내,6594
2024-08-21,서경대학교 풀잎봉사단과 함께하는 ‘성북구 환경보호 부스 체험’ 자원봉사자 모집,5033
2024-08-21,2024학년도 2학기 강사 추가채용 합격자 발표,5318
2024-08-21,2024년도 (재)광산장학회 장학생 선발 공고,4972
2024-08-20,2024년 <청년의 날 명사특강> 홍보 협조 안내,5568
2024-08-20,제 11기 과학기술 전문사관 후보생(학사) 모집.선발.공고 알림 및 홍보 안내,5740
2024-08-20,2024 제 11회 라틴아메리카축제 안내,5607
2024-08-20,2024. 전국 청소년 청년 댄스경연대회 'DANCE SPIRIT in 수원' 참가자 모집,5356
2024-08-19,2024학년도 2학기 사회봉사(2) 교과목 신청 안내,7489
2024-08-19,[ 입 찰 공 고 ] 2024년 서경대학교 외국인 유학생 관리용역 수행기관 선정,3069
2024-08-19,보건의료통합봉사회 2024 하반기 자원봉사자 추가 모집,6447
2024-08-19,2024년 학생예비군 기본훈련 2차 일정 안내,5775
2024-08-19,LG U+ 인터넷 작업 안내,5116
2024-08-14,[대학혁신]2024학년도 2학기 진로동아리 신청 추가모집 안내,55936
2024-08-14,<대플> 2024학년도 게이미피케이션- 진로 방 탈출 프로그램 모집 안내,69909
2024-08-14,[대학혁신]2024학년도 S-Learning Contest(Learning Know-How Sharing UCC) 수상자 발표,11490
2024-08-14,[대학혁신]2024학년도 2학기 취업동아리 추가모집 안내,49770
2024-08-14,2024학년도 1학기 Dream Explore(학사경고자)프로그램 연장 안내,5193
2024-08-14,2024년도 동작구청소년상담복지센터 후기청소년자원봉사동아리 후아유(後我有) 14기 하반기 모집 안내,5591
2024-08-14,학칙 등 일부개정안 사전 공고,5238
2024-08-14,성북 청년 헤어뷰티 아카데미 안내,5234
2024-08-13,2024학년도 2학기 교양과목 이수면제 안내,8998
2024-08-13,LG U+ 인터넷 작업 안내,5160
2024-08-13,제 1회 장학수기 공모전 개최(김해시미래인재장학재단),5184
2024-08-13,2024학년도 2학기 학생 생활관 입실대상자 발표(추가모집),5942
2024-08-13,[인성교양대학] 2024학년도 2학기 교양 스키 및 스노우보드 교과목 안내,6032
2024-08-12,[대학혁신] 2024학년도 2학기 S-Learning Academy 특강 안내,5689
2024-08-12,제 19회 금융공모전 참여 안내,5559
2024-08-12,[ 입 찰 공 고 ] 서경대학교 이공대학 학생 사물함 구입,3118
2024-08-12,[ 입 찰 공 고 ] 서경대학교 음악학부 외 그랜드 피아노 외 유지보수 사업자 선정,3252
2024-08-12,2025년 G20 Youth Summit(Y20) 참가 대표단 선발 공고,6032
2024-08-09,2024년도 교양기초교육 교강사  온라인 교육 플랫폼 수강 안내,5417
2024-08-09,2024년 육군 학사장교 추가 모집 공고,6533
2024-08-09,2024년 2학기 국가장학금 2차 신청 안내(한국장학재단),6173
2024-08-09,2023학년도 후기(2024년 8월) 졸업일정 안내,6371
2024-08-08,2024학년도 2학기 강사채용 합격자 발표,5983
2024-08-08,2024학년도 2학기 학부 재학생 등록금 분할납부 신청 안내,6753
2024-08-08,2024학년도 2학기 서경대학교 비전임 교수 추가 초빙공고,66340
2024-08-08,2024학년도 2학기 국가근로장학생 선발 및 교내신청서 제출 안내,7438
2024-08-08,서울영상위원회 영화창작공간 창작지원프로그램(8월) 안내,5276
2024-08-08,"2024학년도 2학기 학부 재학생 등록금 납부 안내(재입학, 복학포함)",51832
2024-08-08,2024학년도 2학기 성적우수장학생 선발,10125
2024-08-08,[대학혁신] 2024학년도 학생상담센터 1학기 LMS 학사경고자 학생 대상 지원 프로그램 안내,5822
2024-08-08,서경대학교 직원 채용 공고 [대학혁신추진사업],65925
2024-08-08,2024 아동친화도시 아동권리영화제 <아동권리영화 작품공모전> 참여안내,5400
2024-08-08,2024학년도 2학기 강의교수 초빙 합격자 발표,5663
2024-08-07,"2024학년도 2학기 전과, 재입학 발표안내",6203
2024-08-07,2024학년도 1학기 우수강의 교원 안내,5934
2024-08-06,2024학년도 2학기 ‘World English2’ 선수강대상자 분반 편성 안내,6510
2024-08-06,2024년 2학기 폐강 관련 사항 안내,6530
2024-08-06,2024학년도 2학기 비대면수업 교과목 안내,9767
2024-08-06,2024학년도 2학기 장바구니 신청 및  수강신청 안내 (시간표 수시 업데이트),38533
2024-08-06,슈퍼-K 공모전 안내,5373
2024-08-06,2024년 하반기 (재)강서구장학회 장학생 선발,5118
2024-08-06,2024학년도 2학기 학생 생활관 입실대상자 발표,44067
2024-08-06,2024학년도 2학기 대체재수강 교과목 안내,6802
2024-08-06,2024학년도 2학기 재학생 생활관 선발 모집 공고(추가모집),38268
2024-08-06,2024학년도 2학기 ‘창업실습’ 교과목 신청 안내(창업친화적학사제도),5704
2024-08-06,[대학혁신]2024학년도 창업동아리 프로그램 모집 안내,6354
2024-08-06,2024학년도 2학기 산업체연계형캡스톤디자인 교과목 신청 안내문,5493
2024-08-05,2024년 학자금 대출이자 지원사업 홍보(충청남도평생교육인재육성진흥원),5603
2024-08-05,2024년 을지연습 연계 공습 대비 민방위 훈련(8.22) 계획 공지,5498
2024-08-05,[대학혁신] 2024학년도 Global CORE 프로젝트 참가 학생 모집,62534
2024-08-05,2024년 손태희장학재단 장학생 선발 안내(자세한 사항은 붙임 공고문 확인),5942
2024-08-03,월정김용복장학금 홍보 요청(용복장학회),5599
2024-08-02,2024학년도 2학기 강사 추가채용 공고,6793
2024-08-02,강남구 청년 취업 아카데미 3기 교육생 모집,5340
2024-08-02,2024년 청년문화예술패스 이용자 대상 숏폼 공모전 공고문,5232
2024-08-02,2024년 「청년 면접이미지 컨설팅 스튜디오」 참여자 모집,5508
2024-08-01,2024년 하반기 제주특별자치도 학자금 대출이자 지원 안내(제주특별자치도),4946
2024-08-01,[한국장학재단] 2024년 대한민국 인재상,6190
2024-08-01,2024년 서울청년문화패스 2차 모집,5653
2024-08-01,2024학년도 1학기 Dream Explore(학사경고자)프로그램 운영,5544
2024-08-01,2024년 2학기 대학생 교육기부 <함성소리> 참여 대학생 동아리 모집 안내,5199
2024-07-31,서울특별시 <제 10차 건강도시연맹 세계 총회 및 콘퍼런스>,5264
2024-07-31,외교부 <2024 믹타 영 리더스 캠프 참가자 선발>,5602
2024-07-31,2024학년도 2학기 2차 국가근로장학금 학생 신청기간 안내,6116
2024-07-31,<대플> 2024학년도 서경대학교 GTQ 1급 자격과정 교육 안내,34621
2024-07-30,'24년도 해병대 신분별 모집일정 11차 정정 안내,5143
2024-07-30,[ 입 찰 공 고 ] 서경대학교 5동 생활관 집기(냉장고) 구입,3101
2024-07-30,국토안전관리원 <사고제로(49.0.) 코텐츠 공모전>,5515
2024-07-30,2024년 <심판체험 한마당> 행사안내 및 홍보,5308
2024-07-29,서경대학교 관리원(환경미화) 채용 공고,71911
2024-07-29,서경대학교 직원 채용 공고[대학혁신추진사업],71248
2024-07-29,서경대학교 연구원 채용 공고[대학혁신추진사업],69783
2024-07-26,동소문행복기숙사 2024학년도 2학기 정기입주생 모집 공고,6153
2024-07-26,2024년 서경대 캠퍼스타운 ‘SKU 창업인턴십’ 재학생 대상 인턴 모집(2차공고),5874
2024-07-25,LG U+  인터넷 작업 안내,5649
2024-07-25,"2024 성북구 사진 공모전 <시선이 머무는 곳에, 성북> 개최 안내",5650
2024-07-25,서울지방병무청 <각 군 현역병 모집일정 ('24년 8월')>,5639
2024-07-25,2023학년도 후기 학위수여식 학사복 대여 안내,6082
2024-07-25,2024학년도 2학기 재학생 생활관 선발 모집 공고,35102
2024-07-25,2024학년도 2학기 수업계획서 입력 안내,9319
2024-07-24,2024년 육군 학사장교 모집 공고,6314
2024-07-24,<고립⊙은둔 청소년 실태조사> 홍보 안내,5488
2024-07-24,<위기 임신 지원⊙보호출산제> 홍보 안내,5478
2024-07-24,2024학년도 2학기 교수 추가 초빙 공고,77503
2024-07-24,2024년 8월 졸업에정자 졸업요건 최종 확인,8710
2024-07-23,서울시 대사증후군 관리사업 홍보 영상 공모전,6356
2024-07-23,[대학혁신] 2024학년도 4차 S-Teaching Academy 안내,5599
2024-07-22,대학 안전교육 리플릿,5232
2024-07-22,2024학년도 하계계절학기 최종성적발표 안내,5556
2024-07-19,2024학년도 후기(2024년 8월) 졸업예정자 학사학위취득유예 등록금 납부 안내,6528
2024-07-18,2024학년도 2학기 표준 현장실습학기제 학생 2차 모집안내,50374
2024-07-17,[대학혁신] ‘서경인의 상담사가 되어주세요’ 또래상담사 양성 과정 안내,6351
2024-07-17,2024학년도 2학기 서경대학교 비전임 교수 초빙공고,26112
2024-07-16,2024학년도 2학기 비전임교원 강의교수 초빙 공고,7447
2024-07-16,2024 한국건축문화대상 공모 참가 홍보 안내,5702
2024-07-16,2024학년도 2학기 강사채용공고,10046
2024-07-16,서경대학교 예비군연대 안내(특별재난지역 선포(7.15.)에 따른 훈련 면제 지침),5517
2024-07-16,24년 해병대 예비장교후보생 모집계획 안내,6126
2024-07-16,<다문화가족 자녀 관광통역안내사 양성과정> 모집 홍보 안내,6635
2024-07-16,2024년 도로교통사고감정사 자격검정 안내,5611
2024-07-15,2024년 서울희망 대학 진로 장학금 장학생 선발 안내(서울장학재단),5793
2024-07-15,2024학년도 2학기 휴학 및 복학 신청 안내,69840
2024-07-15,[대학혁신]2024 S-Learning Contest(노트필기 공모전) 실시,6292
2024-07-12,2024년 하반기 군산시 대학(원)생 학자금 이자 지원사업 홍보,5160
2024-07-12,2024학년도 2학기 부·복수·융합전공 신청 안내,8046
2024-07-12,2024학년도 1학기 최종성적 발표안내,8099
2024-07-12,2024학년도 하계계절학기 성적처리 일정안내,5898
2024-07-12,2024 성북축제학교 참여자 모집,5046
2024-07-12,2024년 정읍시민장학재단 장학생(우수인재 장학금)선발계획 안내,5688
2024-07-11,2024년 청년인생설계학교 참여자 모집 공고 안내,5407
2024-07-11,[학술정보관] 단전에 따른 홈페이지 서비스 중단 및 열람실 휴실 안내,5442
2024-07-11,2025 아동.청소년 참여예산제 사업 공모 홍보 안내,5254
2024-07-10,[대학혁신] 2024학년도 S-Learning Contest <서경대학교 공식 파워포인트 템플릿 공모전 수상 및 수상작 공유>,5638
2024-07-10,[대학혁신] 2024학년도 학생상담센터 여름 방학 집단 프로그램 안내,5665
2024-07-10,2024년 2학기 푸른등대 기부장학금(한국장학재단) 선발 안내,5767
2024-07-09,2025학년도 소아청소년 당뇨인 푸른빛 희망장학금 신청 안내,5550
2024-07-09,2024학년도 2학기 학점교류대학 수강신청 안내(수시 업데이트),7017
2024-07-08,2024년 하반기 경기도 대학(원)생 학자금 대출이자 지원,5464
2024-07-08,2023학년도 후기(2024년 8월) 졸업예정자 학사학위취득유예 신청안내,6435
2024-07-08,[KIRD] 2024 국가R&D 수행인력 대상 연구윤리 기본교육 참가안내문,5357
2024-07-05,2024년 하반기 인천시 대학(원)생 학자금대출 이자지원 안내,5616
2024-07-04,2024년 천안시 데이터 분석 아이디어 경진대회 안내,6230
2024-07-04,「제 2회 청춘역1979 창작가요제 참가자」 안내,5991
2024-07-04,「쉽고 재미있는 미디어 교육(7월)」 안내,5496
2024-07-04,제11회 소프트웨어 개발보안 경진대회 안내,5818
2024-07-04,2024년 2학기 농촌출신대학생 학자금융자 신청 안내,4977
2024-07-04,2024년 새싹 해커톤 참가자 모집 안내,6027
2024-07-03,2024년 상반기 발생 울산광역시 대학(원)생 학자금대출 이자지원사업 안내,5356
2024-07-03,2023학년도 후기(2024년 8월) 졸업예정자 교원자격 무시험검정 신청 안내,5694
2024-07-03,2024학년도 2학기 학자금 대출 안내,6060
2024-07-02,2024학년도 하계 계절학기 중간/기말고사 안내,6293
2024-07-02,[대학혁신] 2024학년도 2-3차 S-Teaching Academy 안내,5472
2024-07-02,단전으로 인한 서비스 중단 안내,5897
2024-07-02,시스템 변경 작업 안내,5519
2024-07-01,2024학년도 2학기 면학A(기초생활수급자)장학금 신청,6320
2024-07-01,2024학년도 2학기 전과 신청 안내,8110
2024-07-01,2024학년도 2학기 재입학 안내,6267
2024-07-01,2024학년도 1학기 서경엘리트(대회수상) 장학금 신청,5950
2024-07-01,2024 블록체인 경진대회 『BEST Challenge』모집 공고,5864
2024-07-01,2024학년도 풀잎봉사단과 함께하는 여름 보양식지원 봉사자 모집 공고,5724
2024-06-28,주차장 전기차충전기 설치 공사 안내,5912
2024-06-28,[대학혁신] 2024학년도 1학기 S-Teaching Mentoring 안내,5714
2024-06-28,국립장애인도서관 「제17회 도서관 장애인서비스 아이디어 및 우수사례 공모」 안내,5524
2024-06-28,[대학혁신] 2024학년도 학생상담센터 트라우마 교육 영상 안내,6437
2024-06-28,2024학년도 2학기 교수 초빙 공고,33284
2024-06-27,한국콘텐츠진흥원 창작지원센터  전용제작 시설 및 전문 장비 지원 안내,5838
2024-06-27,청년 취업 아카데미 2기 교육생 모집 안내,6253
2024-06-27,학칙 등 일부개정 공포,5811
2024-06-27,대학원 학칙 일부개정 공포,5584
2024-06-26,군복무 중 이수 학점인정 신청안내,6392
2024-06-26,The가꿈 9기 대학생 멘토링 참여자 모집에(한국지역아동센터연합회),5489
2024-06-25,제10회 세이브더칠드런 아동권리영화제 단편영화 작품공모 안내,5386
2024-06-24,2024년 5.18희망장학생 모집 공고,5733
2024-06-24,각 군 현역병 모집일정('24년 7월)안내,5616
2024-06-24,24년 <서울시 거리 모니터링단> 추가 모집 안내,5656
2024-06-24,2024학년도 1학기 기말 강의평가 시행 안내,6259
2024-06-24,[대학혁신] 2024학년도 1학기   학부생 참여 안내,6367
2024-06-24,2024학년도 하계 진로 · 취업 상담 신청,91155
2024-06-24,2024학년도 전과 제도 개편 안내,12660
2024-06-21,2024학년도 하계방학 생활관 신규 선발 모집공고,6323
2024-06-21,[ 입 찰 공 고 ] 서경대학교 은주관 신규 생활관 집기(냉장고) 구입,3111
2024-06-21,서울시 패션제조지원센터 강북솔루션앵커 무료 이용 안내,6798
2024-06-20,2024년 하반기 ICT 학점연계 프로젝트 인턴십 참여학생 모집 안내,57741
2024-06-20,『대검찰청 형사법포럼』 개최 안내,6590
2024-06-20,2024 구리청년예술거버넌스구축사업(구리청년문화예술기획학교) 참여자 모집,5762
2024-06-20,2024 서경대학교 학과(부) 홍보영상 공모전 ‘전지적 학과 시점 - 학과생들 시점으로 알려드립니다’ 수상자 발표,6079
2024-06-20,「부산정중앙공원 관광콘텐츠 아이디어 공모전」,5667
2024-06-20,「2024 사회정책으로 그리는 미래 공모전」,5602
2024-06-20,2024년 서울시 청년 마음건강 지원사업,5377
2024-06-18,2024 소통으로 행복한 성북(소행성) 공모전,6113
2024-06-18,DMZ 접경지역 숏폼여행영상 공모전,5705
2024-06-17,「제2회 법무부 교정시설 설계 대학생 아이디어 공모전」 안내,5449
2024-06-17,「서울 안심소득 네이밍 시민공모전」 안내,5873
2024-06-17,[ 입 찰 공 고 ] 2025학년도 서경대학교 논술고사 채점시스템 사업자 선정,3102
2024-06-17,「제19회 금융공모전」 개최 안내,5540
2024-06-17,2024년 물탱크 청소에 따른 단수 안내,5910
2024-06-17,서경대학교 캠퍼스타운조성사업단 매니저 채용 공고,46372
2024-06-17,'2024 디자인 솔루션 랩' 사업 청년 디자이너 모집 안내,5390
2024-06-17,「자전거 타고 DMZ까지 ! 동해안 국토종주 #챌린지」 안내,5538
2024-06-14,2024학년도 하계계절학기 수강철회 및 환불 신청안내,6547
2024-06-14,학칙 등 일부개정안 사전 공고,6139
2024-06-14,[대학혁신] 2024학년도 S-Learning Academy 특강 안내,6440
2024-06-13,2024학년도 1학기 학생 생활관 퇴실 공고,6792
2024-06-13,2024학년도 1학기 서경엘리트(국가고시)장학금 신청,6559
2024-06-12,2024년 수도권ICT이노베이션스퀘어 AI/BC 교육생 모집 안내,6570
2024-06-12,"사진전 연계 특강 「160년, 디아스포라 고려인 이주사 톺아보기」 개최 안내",5960
2024-06-11,2024 서울시아이윌센터 디지털 디톡스 캠페인 안내,5573
2024-06-11,[ 입 찰 공 고 ] 2024년 서경대학교 화장실 점보롤 화장지 단가 계약 사업자 선정,3138
2024-06-11,2024년 서경대학교 캠퍼스타운 'SKU창업인턴십' 프로그램 인턴 모집,6717
2024-06-11,2024 「안전실천 캠퍼스」 대학생 참가자 모집 안내,5804
2024-06-11,전기시설물 정기점검으로 인한 단전안내,6343
2024-06-11,2024년 신규 병역지정업체 신청 및 2025년도 필요인원 신청 안내,5886
2024-06-11,2024년 2학기 농림축산식품부 대학장학금 장학생 선발안내,5561
2024-06-11,[다문화가족 자녀 관광통역안내사 양성과정] 모집,6270
2024-06-10,2024학년도 1학기 성적향상장학금 신청,10920
2024-06-10,2024 이공계 장애 대학(원)생 경력 개발 프로그램 모집 안내,5485
2024-06-10,2024년 장애대학생 「스텝업탐방캠프」 안내,5608
2024-06-10,2024 베를린필하모닉 아티스트 음악캠프 안내,5723
2024-06-10,2024학년도 2학기 성적우수장학생 및 2024학년도 1학기 어학성적향상 장학생 선발,11371
2024-06-10,혜인관 화장실 내부 철거 및 리모델링 공사 안내,5878
2024-06-10,2024학년도 2학기 표준 현장실습학기제 실습기관 모집안내,76824
2024-06-10,2024학년도 2학기 표준 현장실습학기제 학생 모집안내,78194
2024-06-10,운동장 지상 진입램프 보수작업 안내,5200
2024-06-10,신규 디자인 학생증 발급 안내,497546
2024-06-05,2024학년도 1학기 기말고사 및 공휴일 보강안내,6339
2024-06-05,[학술정보관] 2024학년도 하계방학 교내근로장학생 모집 안내,6597
2024-06-05,제 33회 사회복지법인 사랑의 날개 장학지원사업 홍보 안내,6789
2024-06-04,2024학년도 1학기 성적처리 일정안내,6789
2024-06-04,2024년 우리가 바라는 안전한 학교 공모전,5452
2024-06-04,2024년 여름방학 대학생 교육기부 「쏙쏙캠프」 참여 대학생 동아리 모집 안내,6373
2024-06-04,신한 SOL TRAVEL 해외원정대 모집 안내,5550
2024-06-04,[학술정보관] 1학기 기말고사 기간 중 자유열람실 24시간 개방 안내,7620
2024-06-04,2024년 상반기 대학생 학자금 대출이자 지원(천안시),5795
2024-06-04,2024년도 익산사랑 장학생 선발,5257
2024-06-04,화성시 대학생을 위한 장학금 꿈드림장학금 장학생 모집,5331
2024-06-04,2024학년도 하계방학 국가근로장학생 선발 및 교내신청서 제출 안내,6365
2024-06-03,<2024 경상북도 국제 AI 메타버스 영화제> 안내,5307
2024-06-03,금융감독원 제 12기  모집 안내,5385
2024-06-03,[대플] 2024학년도 Meet Career Camp 진로캠프,47190
2024-06-03,성북 청년 뷰티아카데미 조향사반 모집 안내,5415
2024-06-03,2024년 육군 후반기 전문사관 모집 안내,6068
2024-06-03,[대학혁신] 2024학년도  Career Jump Up! 취업캠프,41247
2024-05-31,2024학년도 제3기 산학재단 디딤돌 장학생 선발(재단법인 산학협동재단),6065
2024-05-31,"이태원 전망대 및 보행환경개선 디자인, 기본 및 실시설계 공모",5685
2024-05-31,제9회 모의행정심판 경연대회 개최 안내,5634
2024-05-31,성북 청년 뷰티아카데미 조향사반 모집 안내,5638
2024-05-30,대학원 학칙 등 일부개정 공포,5602
2024-05-30,삼아장학프로그램 안내(삼아사운드),5384
2024-05-29,[대학혁신] 「2024 3개 대학(서경대-건국대-세종대) 연합 인사동 홍보 아이디어 공모전」최종 심사 결과 안내,6450
2024-05-29,『성북구 대학생 서포터즈』 모집 안내,5322
2024-05-28,[TV조선] 신규 오디션 프로그램 대학가요제 지원자 모집 안내,5797
2024-05-28,2023학년도 후기(2024.08) 졸업예정자 취업자 졸업요건 면제 안내,8398
2024-05-28,2023학년도 후기(2024.08) 졸업예정자 졸업요건 제출 안내,8476
2024-05-28,[대학혁신]2024학년도 S-Learning Clinic 학습컨설팅 안내,5858
2024-05-28,고려인 이주 160주년 기념 사진전 고려인의 발자취와 삶의 기록 개최 안내,5886
2024-05-27,『2024년 5월 주민자율청소』 안내,5930
2024-05-27,2024년 학부 하계계절학기 등록금 납부 안내,6465
2024-05-27,2024학년도 하계계절학기 폐강 교과목 안내,5839
2024-05-27,[대학혁신] 2024학년도 1학기  S-Teaching Training Support 안내(마감),5880
2024-05-27,[ 입 찰 공 고 ] 2024년 서경대학교 전산장비 유지보수 사업자 선정,3277
2024-05-24,2024학년도 하이트진로 장학생 선발 모집,5561
2024-05-24,각 군 현역병 모집 일정(‘24년6월) 안내,5045
2024-05-24,서경대학교 직원 채용 공고[예술교육원],59694
2024-05-23,[서울시]청년이 일하고 싶은 서울형 강소기업 신규 선정 현장실사단 추천,5955
2024-05-23,「쉽고 재미있는 미디어 교육(6월)」 홍보 안내,5615
2024-05-23,6월 진로 취업 상담 신청 안내,51183
2024-05-22,소방공무원 체력검정 개선 「국민참여단」 안내,5803
2024-05-21,[학술정보관] 2024 북큐레이션(도서전시회) 개최 안내,5860
2024-05-21,병역판정검사를 받은 해 입영희망자(2005년생) 현역병 입영신청 안내,5612
2024-05-21,[대학혁신] 2024학년도 1학기  S-Teaching Brown Bag Meeting 안내,6453
2024-05-21,2024학년도 「푸른등대 NH농협은행 대학생 재능봉사 캠프」 멘토(팀) 모집 안내,5652
2024-05-20,2024 한글 콘텐츠 아이디어 공모전 안내,5853
2024-05-20,2024 청년문화기획자 양성사업 <광명 샛별단> 참여자 모집 안내,5649
2024-05-20,「2024 영천시 규제개선 아이디어 공모」 안내,5526
2024-05-20,2024년 WISET-onsemi 글로벌 멘토링 참여자 모집 안내,5463
2024-05-20,2024 GKS Korea-Japan Future Talent Invitational Program Application Notice,6371
2024-05-17,[대학혁신]2024학년도 S-Learning Contest(서경대학교 공식 파워포인트 템플릿 공모전) 접수 연장 안내,6325
2024-05-17,「제11회 기업가정신 콘텐츠 공모전」 홍보,5820
2024-05-17,제5회 계룡장학재단 아이디어 공모전 홍보,6018
2024-05-17,2023학년도 후기(2024년 8월) 조기졸업 신청 안내,19122
2024-05-16,2024학년도 하계방학 취업연계중점대학 근로학생 2차 모집안내,42804
2024-05-16,대학원 학칙 등 일부개정안 사전 공고,6187
2024-05-16,[학술정보관] 2024 전자정보 박람회 개최 안내,6535
2024-05-16,우체국 공익사업 서포터즈 1기 모집,6265
2024-05-16,대학생을 위한 저작권보호 가이드라인 홍보 안내,5717
2024-05-16,2024년 성북청년정책네트워크 모집 안내,6315
2024-05-14,[대학혁신]2024학년도 신입생 진로적성검사 안내(Holland 직업적성검사),136449
2024-05-14,2024학년도 2학기 국가장학금 신청 안내(한국장학재단),6483
2024-05-14,코로나19에 따른 긴급 경제사정 곤란자에 대한 장학금 지원,5808
2024-05-14,2024학년도 1학기 면학B형 장학금 신청,12165
2024-05-14,2024학년도 2학기 1차 국가근로장학금 학생 신청기간 안내,6084
2024-05-14,2024년 「생각대로 프로젝트」 참가팀 모집 안내,6065
2024-05-13,2024년도 상반기 강화군 대학생 등록금 지원사업 안내,5905
2024-05-13,"[대학혁신] 2024학년도 학생상담센터 영화, 미술, 학업 집단 프로그램 안내",6370
2024-05-13,[대학혁신] 2024학년도 1차 S-Teaching Academy 안내,6392
2024-05-13,2024학년도 2학기 캐나다 MUN(Memorial University of Newfoundland)대학교 교환학생 모집 공고,7698
